"Comuna","COD","Votacion_2004","Votacion_2008","Votacion_2012","Votacion_2016","Votacion_2021","Participacion_2004","Participacion_2008","Participacion_2012","Participacion_2016","Participacion_2021","Inscritos_2004","Inscritos_2008","Inscritos_Total_2012","Inscritos_Total_2016","Inscritos_Total_2021","n_prot","prot_dum","treat","concertatotal_2004","concertatotal_2008","concertatotal_2012","concertatotal_2016","concertatotal_2021","concerta_prop_2004","concerta_prop_2008","concerta_prop_2012","concerta_prop_2016","concerta_prop_2021","derechatotal_2004","derechatotal_2008","derechatotal_2012","derechatotal_2016","derechatotal_2021","derecha_prop_2004","derecha_prop_2008","derecha_prop_2012","derecha_prop_2016","derecha_prop_2021","indeptotal_2004","indeptotal_2008","indeptotal_2012","indeptotal_2016","indeptotal_2021","indep_prop_2004","indep_prop_2008","indep_prop_2012","indep_prop_2016","indep_prop_2021","otrostotal_2004","otrostotal_2008","otrostotal_2012","otrostotal_2016","otrostotal_2021","otros_prop_2004","otros_prop_2008","otros_prop_2012","otros_prop_2016","otros_prop_2021"
"QUEILEN",10207,2766,2969,3456,3584,3541,0.849508599508599,0.871697005284792,0.602,0.5994,0.5598,3256,3406,5741,5979,6325,0,0,"Control",2002,2247,1146,2042,1730,0.723788864786696,0.756820478275514,0.331597222222222,0.569754464285714,0.488562552951144,554,380,1482,1462,1166,0.200289226319595,0.127989221960256,0.428819444444444,0.407924107142857,0.329285512567071,0,0,768,0,564,0,0,0.222222222222222,0,0.159277040384072,0,0,0,0,0,0,0,0,0,0
"QUELLON",10208,8173,8686,9492,8828,8675,0.833639330885353,0.841014717273431,0.4756,0.4188,0.38,9804,10328,19957,21077,22826,5,1,"Treated",4274,3089,4301,4391,5449,0.522941392389575,0.355629749021414,0.453118415507796,0.497394653375623,0.628126801152738,3418,4543,3736,4163,1460,0.418206289000367,0.52302555836979,0.393594605983986,0.471567739012234,0.168299711815562,101,0,1162,0,1458,0.0123577633671846,0,0.122418879056047,0,0.16806916426513,0,402,0,0,0,0,0.0462813723232788,0,0,0
"QUEMCHI",10209,4258,4468,4303,4514,4161,0.852623147777333,0.87918142463597,0.5076,0.5158,0.4589,4994,5082,8477,8752,9067,1,1,"Treated",1420,2434,2023,2137,2124,0.333489901362142,0.544762757385855,0.470137113641645,0.473416038989809,0.510454217736121,1401,1829,734,2294,1254,0.329027712541099,0.409355416293644,0.170578666046944,0.508196721311475,0.301369863013699,56,0,0,0,641,0.0131517144199155,0,0,0,0.154049507329969,1015,0,1379,0,0,0.238374823860968,0,0.320474087845689,0,0
"QUILACO",8308,2616,2871,2930,2557,2449,0.864222001982161,0.873972602739726,0.6884,0.615,0.5617,3027,3285,4256,4158,4360,0,0,"Control",1549,923,854,528,1330,0.592125382262997,0.321490769766632,0.291467576791809,0.206491982792335,0.543078807676603,967,334,0,870,1045,0.369648318042813,0.116335771508185,0,0.340242471646461,0.426704777460188,0,464,1133,1111,0,0,0.161616161616162,0.386689419795222,0.434493547125538,0,0,1021,871,0,0,0,0.355625217694183,0.297269624573379,0,0
"QUILICURA",13125,36303,48133,44403,37075,66084,0.920764958023689,0.927239452899249,0.4015,0.2961,0.4723,39427,51910,110589,125232,139914,20,1,"Treated",18027,12220,10363,9819,0,0.496570531361045,0.253879874514366,0.23338513163525,0.26484153742414,0,9647,10227,1924,4725,0,0.265735614136573,0.212473770593979,0.043330405603225,0.127444369521241,0,3750,20083,30234,21097,50764,0.103297248161309,0.417239731577088,0.680899939193298,0.569035738368173,0.768173839355971,2115,2060,0,0,13955,0.0582596479629783,0.0427980803191158,0,0,0.211170631317717
"QUILLECO",8309,5711,5806,5746,5173,4801,0.87177530148069,0.863345724907063,0.6307,0.5731,0.4976,6551,6725,9111,9026,9648,2,1,"Treated",2918,1498,1716,2056,0,0.510943792680791,0.258008956252153,0.298642533936652,0.397448289193891,0,2490,1750,2251,109,0,0.436000700402732,0.301412332070272,0.391750783153498,0.0210709452928668,0,0,886,1573,2904,4720,0,0.152600757836721,0.273755656108597,0.561376377343901,0.983128514892731,0,1430,0,0,0,0,0.246296934205994,0,0,0
"QUILLON",16107,8849,8839,8631,7806,6469,0.867378945304842,0.862593929930711,0.6101,0.5332,0.4125,10202,10247,14147,14641,15682,0,0,"Control",4720,4454,3700,2326,3327,0.533393603797039,0.503903156465664,0.428687290001159,0.29797591596208,0.514298964291235,3710,3645,4487,3820,2363,0.419256413154029,0.412376965720104,0.519870235198702,0.489367153471688,0.365280568866904,0,0,203,1488,463,0,0,0.0235198702351987,0.190622598001537,0.0715721131550471,0,271,0,0,180,0,0.0306595768752121,0,0,0.0278250115937548
"QUILLOTA",5501,37249,37226,30642,24566,30573,0.880382888206098,0.884186024416892,0.4473,0.3394,0.4051,42310,42102,68502,72390,75479,11,1,"Treated",18562,18076,20497,17398,7954,0.498322102606781,0.485574598398968,0.668918477906142,0.708214605552389,0.260164197167435,12604,14377,8930,4223,2745,0.338371499906038,0.386208563906947,0.291430063311794,0.171904257917447,0.0897851045039741,0,0,0,0,16520,0,0,0,0,0.54034605697838,1900,1950,0,1974,2670,0.0510080807538457,0.0523827432439693,0,0.080354962142799,0.0873319595721715
"QUILPUE",5801,57027,58844,40735,38716,58075,0.850438439513243,0.842385546998024,0.3453,0.3049,0.432,67056,69854,117984,126962,134448,28,1,"Treated",21946,25867,24330,18585,14590,0.384835253476423,0.439586024063626,0.597275070578127,0.480034094431243,0.251226861816616,21453,20553,6835,12357,9177,0.376190225682571,0.349279450751139,0.167791825211734,0.319170368839756,0.158019801980198,3698,0,0,0,11890,0.0648464762305574,0,0,0,0.204735256134309,2001,5058,7463,6082,21705,0.0350886422221053,0.085956087281626,0.183208543021971,0.157092674863106,0.373740852346104
"QUINCHAO",10210,3864,4011,3877,4140,4269,0.78345498783455,0.797415506958251,0.4295,0.4544,0.4537,4932,5030,9027,9111,9410,1,1,"Treated",2144,2089,2413,1174,1146,0.554865424430642,0.520817751184243,0.622388444673717,0.283574879227053,0.268446943078004,1573,1742,1192,1567,915,0.407091097308489,0.434305659436549,0.307454217178231,0.378502415458937,0.214335910049192,0,0,0,1324,2047,0,0,0,0.319806763285024,0.479503396579995,0,0,0,0,0,0,0,0,0,0
"QUINTA DE TILCOCO",6114,7571,7751,7686,6876,6815,0.941900970390644,0.938037032554762,0.67,0.5853,0.5466,8038,8263,11472,11748,12467,0,0,"Control",4534,4457,4789,3624,2254,0.598864086646414,0.575022577731906,0.623080926359615,0.527050610820244,0.330741012472487,2654,2883,1583,3072,2810,0.350548144234579,0.371952006192749,0.205958886286755,0.446771378708551,0.412325752017608,0,0,1087,0,1127,0,0,0.141425969294822,0,0.165370506236244,127,169,0,0,457,0.016774534407608,0.0218036382402271,0,0,0.0670579603815114
"QUINTA NORMAL",13126,56256,52475,35913,25081,42214,0.862769155266548,0.867843085370291,0.3643,0.2469,0.4117,65204,60466,98584,101589,102529,10,1,"Treated",27914,20904,11473,8696,21344,0.496195961319681,0.398361124344926,0.319466488458218,0.34671663809258,0.505614251196286,14033,19044,7456,6107,5573,0.249448947667804,0.362915674130538,0.207612842146298,0.243491088872055,0.132017813995357,0,0,9697,5451,8771,0,0,0.270013644084315,0.217335831904629,0.207774671909793,7680,5744,5239,3212,5711,0.136518771331058,0.109461648404002,0.14588032188901,0.12806506917587,0.135286871653954
"QUINTERO",5107,11315,12216,11377,11459,11479,0.873003626263406,0.880559359907734,0.5492,0.5166,0.4637,12961,13873,20714,22182,24756,3,1,"Treated",4898,1760,4542,2404,0,0.432876712328767,0.14407334643091,0.399226509624681,0.209791430316782,0,4988,2797,1721,0,1698,0.440830755634114,0.22896201702685,0.151270106354927,0,0.147922292882655,661,6858,4727,8851,9325,0.0584180291648255,0.56139489194499,0.415487386833084,0.772405969107252,0.812352992420943,0,0,0,0,0,0,0,0,0,0
"QUIRIHUE",16201,6650,6732,6817,6523,5889,0.851472471190781,0.853881278538813,0.648,0.6158,0.5351,7810,7884,10520,10592,11005,1,1,"Treated",2890,3604,3204,3447,2935,0.434586466165414,0.535353535353535,0.470001466920933,0.528437835351832,0.498386822890134,3396,2964,2404,2964,754,0.510676691729323,0.440285204991087,0.352647792283996,0.454392150850836,0.1280353200883,0,0,992,0,2127,0,0,0.145518556549802,0,0.361181864493123,149,0,58,0,0,0.022406015037594,0,0.00850814141117794,0,0
"RANCAGUA",6101,94888,93997,71918,52820,77007,0.885793767853476,0.887643420369234,0.4044,0.281,0.3959,107122,105895,177818,187989,194487,58,1,"Treated",37251,33254,16492,11312,20529,0.392578619003457,0.353777248210049,0.229316721822075,0.214161302536918,0.266586154505435,31136,36385,48174,39693,9783,0.328134221397858,0.387086821919849,0.66984621374343,0.751476713366149,0.127040398924773,12952,0,0,0,16984,0.136497765787033,0,0,0,0.220551378446115,3658,12874,4188,0,28035,0.0385507124188517,0.136961817930359,0.058232987569176,0,0.364057812926098
"RANQUIL",16206,3493,3853,3940,3639,3742,0.851535836177474,0.884121156493805,0.7071,0.6596,0.6426,4102,4358,5572,5517,5823,0,0,"Control",1984,1023,1818,2180,1248,0.567993129115374,0.265507396833636,0.461421319796954,0.599065677383897,0.333511491181187,0,1532,2042,1369,2235,0,0.397612250194654,0.518274111675127,0.376202253366309,0.597274184927846,1300,1193,0,0,205,0.372172917263098,0.309628860628082,0,0,0.0547835382148584,0,0,0,0,0,0,0,0,0,0
"RAUCO",7305,5863,5993,5886,5228,4879,0.929602029491042,0.933198380566802,0.6448,0.5598,0.4901,6307,6422,9128,9339,9956,0,0,"Control",2482,2380,3286,3138,2195,0.423332764796179,0.39712998498248,0.558273870200476,0.600229533282326,0.449887271981963,2727,2912,2171,1884,1291,0.46512024560805,0.48590021691974,0.368841318382603,0.360367253251721,0.264603402336544,247,187,0,0,1267,0.0421286031042129,0.0312030702486234,0,0,0.259684361549498,89,141,204,0,0,0.0151799420092103,0.0235274486901385,0.0346585117227319,0,0
"RECOLETA",13127,78598,73543,51400,41082,57078,0.871046390495822,0.866833252790514,0.3354,0.2919,0.4,90234,84841,153271,140760,142696,10,1,"Treated",25542,23970,20502,22258,0,0.324970101020382,0.325931767809309,0.398871595330739,0.541794459860766,0,38316,29688,9369,15176,13118,0.487493320440724,0.403682199529527,0.18227626459144,0.369407526410593,0.229825852342409,0,0,18197,0,0,0,0,0.354027237354086,0,0,7614,10587,1121,2212,41938,0.0968726939616784,0.143956596820908,0.0218093385214008,0.0538435324473005,0.734748940046953
"RENAICO",9209,5339,5122,5491,5122,4837,0.835785848465873,0.822414900449583,0.6212,0.5658,0.4893,6388,6228,8840,9052,9886,0,0,"Control",3095,566,285,0,0,0.579696572391834,0.110503709488481,0.0519031141868512,0,0,1916,1621,1183,1151,1496,0.358868702004121,0.316477938305349,0.215443452922965,0.224716907458024,0.309282613189994,0,2571,3879,3694,3221,0,0.501952362358454,0.706428701511564,0.721202655212807,0.665908621046103,0,54,0,154,0,0,0.0105427567356501,0,0.0300663803201874,0
"RENCA",13128,58124,54658,42899,31418,48062,0.885280857804313,0.878096584519487,0.3931,0.2735,0.4117,65656,62246,109142,114853,116730,7,1,"Treated",16877,13813,16581,19519,0,0.290361984722318,0.252716894141754,0.386512506119024,0.621268062893882,0,33061,31913,21618,8116,3410,0.568801183676278,0.58386695451718,0.503927830485559,0.258323254185499,0.0709500228871042,0,0,0,0,43729,0,0,0,0,0.909845616079231,3747,3662,3085,2569,0,0.0644656252150575,0.0669984265798236,0.0719130982074174,0.0817684130116494,0
"RENGO",6115,24399,24740,21601,19147,21791,0.918740821628949,0.917179506191147,0.4931,0.4135,0.4484,26557,26974,43807,46304,48595,8,1,"Treated",4425,8698,11556,10790,5974,0.181359891798844,0.351576394502829,0.534975232628119,0.563534757403249,0.274149878390161,8057,11135,5489,7476,3461,0.330218451575884,0.450080840743735,0.254108606083052,0.390452812451037,0.158827038685696,9011,1395,2255,0,7537,0.369318414689127,0.0563864187550525,0.1043933151243,0,0.345876738102886,938,1123,1187,0,4475,0.0384441985327268,0.045392077607114,0.0549511596685339,0,0.205360011013721
"REQUINOA",6116,10975,11517,11582,9222,10566,0.931110545516247,0.936569895096365,0.5744,0.4319,0.4588,11787,12297,20164,21352,23028,2,1,"Treated",4559,2390,0,1335,5568,0.415398633257403,0.20751931926717,0,0.144762524398178,0.526973310618966,5730,2843,4773,1105,4772,0.522095671981777,0.24685247894417,0.412104990502504,0.119822164389503,0.451637327276169,0,4671,6455,6435,0,0,0.405574368325085,0.557330340183043,0.697787898503578,0,0,900,0,0,0,0,0.0781453503516541,0,0,0
"RETIRO",7405,9384,9136,9772,9234,8158,0.868085106382979,0.857357357357357,0.6334,0.5692,0.4635,10810,10656,15429,16224,17602,0,0,"Control",5173,4472,4038,4139,1960,0.551257459505541,0.489492119089317,0.413221449038068,0.448234784492094,0.240254964452072,3831,4314,5537,4937,3732,0.408248081841432,0.472197898423818,0.566618911174785,0.534654537578514,0.457465064966904,0,0,0,0,2395,0,0,0,0,0.293576857072812,0,0,0,0,0,0,0,0,0,0
"RINCONADA",5303,4757,4805,5283,5709,6032,0.937339901477832,0.912630579297246,0.6726,0.6717,0.637,5075,5265,7855,8499,9470,0,0,"Control",1343,1321,2633,3239,1615,0.282320790414127,0.274921956295526,0.498391065682377,0.567349798563671,0.267738726790451,2481,3163,2566,2417,2293,0.521547193609418,0.658272632674298,0.485708877531705,0.423366614118059,0.38013925729443,0,0,0,0,2057,0,0,0,0,0.341014588859416,674,0,0,0,0,0.14168593651461,0,0,0,0
"RIO BUENO",14204,16400,16230,15758,12769,10721,0.848466035490713,0.846238072892226,0.5416,0.4289,0.3482,19329,19179,29097,29770,30793,3,1,"Treated",7866,5984,6626,4919,2854,0.479634146341463,0.368699938385706,0.420484833100647,0.38522985355157,0.266206510586699,5854,8777,8780,7508,3384,0.356951219512195,0.540788662969809,0.557177306764818,0.587986529877046,0.315642197556198,819,0,0,0,3271,0.0499390243902439,0,0,0,0.305102135994777,681,651,0,0,914,0.0415243902439024,0.0401109057301294,0,0,0.0852532413021173
"RIO CLARO",7108,6261,6369,6532,6638,6213,0.902031407578159,0.897927534188637,0.6227,0.6006,0.5167,6941,7093,10489,11053,12024,1,1,"Treated",2552,1758,3084,2930,1140,0.407602619389874,0.276024493641074,0.472137170851194,0.441398011449232,0.18348623853211,2258,4301,3130,3540,3137,0.360645264334771,0.675302245250432,0.479179424372321,0.533293160590539,0.504909061644938,1052,0,98,0,1769,0.168024277272001,0,0.015003061849357,0,0.284725575406406,0,0,0,0,0,0,0,0,0,0
"RIO HURTADO",4305,2720,2890,2903,2500,2528,0.861304623179227,0.873111782477341,0.6119,0.5323,0.5119,3158,3310,4744,4697,4938,0,0,"Control",1363,1344,1174,1103,377,0.501102941176471,0.465051903114187,0.404409231829142,0.4412,0.149129746835443,1277,1418,1667,1345,472,0.469485294117647,0.490657439446367,0.57423355149845,0.538,0.186708860759494,0,0,0,0,1654,0,0,0,0,0.654272151898734,0,61,0,0,0,0,0.0211072664359862,0,0,0
"RIO IBANEZ",11402,1591,1700,1566,1875,1622,0.776476329917033,0.787037037037037,0.6021,0.6704,0.5561,2049,2160,2601,2797,2917,0,0,"Control",579,606,662,661,0,0.36392206159648,0.356470588235294,0.422733077905492,0.352533333333333,0,957,1050,862,1173,1088,0.601508485229415,0.617647058823529,0.550446998722861,0.6256,0.670776818742293,0,0,0,0,475,0,0,0,0,0.292848335388409,0,0,0,14,0,0,0,0,0.00746666666666667,0
"RIO NEGRO",10305,7820,7672,7333,6552,6217,0.858774434438832,0.871521072361695,0.566,0.5009,0.4619,9106,8803,12956,13081,13459,0,0,"Control",3128,1555,2935,1252,1925,0.4,0.202685088633994,0.400245465702986,0.191086691086691,0.309634872124819,852,3273,4240,3802,2487,0.108951406649616,0.426616266944734,0.578208100368199,0.58028083028083,0.400032169856844,3193,2529,0,1173,1653,0.408312020460358,0.329640250260688,0,0.179029304029304,0.265883866816793,192,0,0,115,0,0.0245524296675192,0,0,0.0175518925518926,0
"RIO VERDE",12103,410,444,609,510,496,0.725663716814159,0.69375,0.6304,0.5679,0.5617,565,640,966,898,883,0,0,"Control",11,0,0,18,0,0.0268292682926829,0,0,0.0352941176470588,0,305,357,484,375,296,0.74390243902439,0.804054054054054,0.794745484400657,0.735294117647059,0.596774193548387,83,0,112,110,191,0.202439024390244,0,0.183908045977011,0.215686274509804,0.38508064516129,0,0,0,0,0,0,0,0,0,0
"ROMERAL",7306,7248,7716,7933,6961,6628,0.933659667654257,0.934366674739647,0.6339,0.5346,0.4795,7763,8258,12515,13022,13823,2,1,"Treated",4385,3423,3358,5608,5157,0.604994481236203,0.443623639191291,0.423295096432623,0.805631374802471,0.778062764031382,2289,2456,2372,298,1326,0.315811258278146,0.318299637117678,0.299004159838649,0.0428099411004166,0.200060350030175,0,1176,1990,0,0,0,0.152410575427683,0.250850876087231,0,0,211,177,0,864,0,0.0291114790286976,0.0229393468118196,0,0.124120097687114,0
"SAAVEDRA",9116,6725,6753,6591,6420,6985,0.837901819087964,0.819538834951456,0.5201,0.5063,0.5264,8026,8240,12672,12681,13270,1,1,"Treated",1508,2990,57,1848,2973,0.224237918215613,0.442766177994965,0.00864815657715066,0.28785046728972,0.425626342161775,1044,554,913,79,0,0.155241635687732,0.0820376129127795,0.138522227279624,0.0123052959501558,0,3870,2738,3313,3935,3856,0.57546468401487,0.405449429883015,0.50265513579123,0.612928348909657,0.552040085898354,0,104,2009,363,0,0,0.0154005627128684,0.304809588833257,0.0565420560747664,0
"SAGRADA FAMILIA",7307,9397,9407,9643,9478,8478,0.921545552613514,0.911972855065439,0.655,0.6247,0.5304,10197,10315,14722,15172,15984,0,0,"Control",6138,4780,3470,2337,1857,0.653187187400234,0.508132241947486,0.359846520792285,0.246571006541464,0.219037508846426,766,646,4815,6570,4452,0.0815153772480579,0.0686722653343255,0.499325935912061,0.693184216079342,0.525123849964614,0,3447,1087,353,1994,0,0.366429254810248,0.112724255936949,0.0372441443342477,0.23519698041991,1940,0,0,0,0,0.206448866659572,0,0,0,0
"SALAMANCA",4204,10950,10984,10784,9904,10292,0.834730904101235,0.829231466102974,0.5196,0.4558,0.4392,13118,13246,20756,21727,23431,0,0,"Control",4857,4945,5558,4265,0,0.443561643835616,0.450200291332848,0.515393175074184,0.43063408723748,0,3926,4222,1686,0,0,0.358538812785388,0.384377276037873,0.156342729970326,0,0,1202,0,3183,4956,8846,0.109771689497717,0,0.295159495548961,0.500403877221325,0.859502526233968,414,1253,0,432,1296,0.0378082191780822,0.114075018208303,0,0.0436187399030695,0.125923047026817
"SAN ANTONIO",5601,42244,41683,31981,23717,35138,0.890059415953816,0.885421755846804,0.4311,0.3086,0.4479,47462,47077,74189,76843,78443,30,1,"Treated",10785,20007,22676,13117,7055,0.255302528169681,0.479979847899623,0.709045996060161,0.553063203609225,0.200779782571575,6272,4073,6490,5170,2813,0.148470788751065,0.0977136962310774,0.202932991463682,0.217987097862293,0.0800557800671638,14275,7758,0,0,16869,0.33791781081337,0.186119041335796,0,0,0.480078547441516,7223,6702,0,3716,7920,0.170982861471452,0.160784972290862,0,0.156680861829068,0.225397006090273
"SAN BERNARDO",13401,95938,97092,69956,52948,84477,0.874764071375817,0.88206917227658,0.3419,0.2422,0.3702,109673,110073,204635,218593,228196,15,1,"Treated",50883,32272,25667,10685,27033,0.530373783068232,0.332385778436946,0.366902052718852,0.201801767772154,0.320004261514969,24448,40385,33604,23800,0,0.254831245179178,0.415945700984633,0.480359082852078,0.449497620306716,0,0,3558,0,0,47198,0,0.0366456556667903,0,0,0.55870828746286,9969,7610,6673,16402,8742,0.1039108590965,0.0783792691467886,0.0953885299331008,0.309775628918939,0.103483788486807
"SAN CARLOS",16301,25673,24890,23596,19067,15620,0.852385537368439,0.840509235808598,0.5316,0.4175,0.3273,30119,29613,44389,45668,47717,3,1,"Treated",11908,7913,8588,7381,5091,0.463833599501422,0.317918842908799,0.36395999321919,0.387108616982221,0.325928297055058,11157,14080,12375,10404,3477,0.434581077396487,0.565689031739654,0.524453297169012,0.545654796244821,0.222599231754161,0,0,1974,0,4798,0,0,0.0836582471605357,0,0.307170294494238,1054,1346,0,792,1856,0.0410548046585907,0.0540779429489755,0,0.041537735354277,0.118822023047375
"SAN CLEMENTE",7109,19078,18845,17967,15953,14159,0.894169478815148,0.881183952118208,0.5349,0.4573,0.3809,21336,21386,33590,34887,37168,1,1,"Treated",11505,8682,12052,7668,3565,0.60305063423839,0.460705757495357,0.670785328658095,0.480661944461857,0.251783318030934,5147,8927,4351,3466,4262,0.269787189432855,0.473706553462457,0.242166193577114,0.217263210681377,0.301009958330391,608,0,768,4259,5899,0.0318691686759618,0,0.0427450325596928,0.266971729455275,0.416625467900275,642,0,0,0,0,0.033651326134815,0,0,0,0
"SAN ESTEBAN",5304,7655,8089,7745,7495,8627,0.914685147568407,0.921928424891725,0.5847,0.5355,0.5646,8369,8774,13246,13995,15281,0,0,"Control",1449,2237,0,3017,1586,0.189288047028086,0.276548399060452,0,0.402535023348899,0.183841428074649,1245,934,2541,595,0,0.16263879817113,0.115465446903202,0.328082633957392,0.0793862575050033,0,4452,4429,4539,3726,6909,0.581580666231222,0.54753368772407,0.586055519690123,0.497131420947298,0.800857772110815,0,0,329,0,0,0,0,0.042479018721756,0,0
"SAN FABIAN",16304,2855,3113,3077,2942,3121,0.856328734253149,0.831685813518568,0.6643,0.6431,0.6105,3334,3743,4632,4575,5112,0,0,"Control",1043,935,1071,403,752,0.365323992994746,0.300353356890459,0.348066298342541,0.136981645139361,0.240948413969881,363,784,1965,1158,927,0.127145359019264,0.251847092836492,0.638609034774131,0.393609789259007,0.297020185837872,1377,843,0,0,1397,0.48231173380035,0.270799871506585,0,0,0.447612944569048,0,498,0,1344,0,0,0.159974301317058,0,0.456832087015636,0
"SAN FELIPE",5701,28208,28454,25139,22397,25775,0.901847944241959,0.894020799949728,0.4558,0.3831,0.429,31278,31827,55149,58464,60075,4,1,"Treated",10546,2620,8228,0,8406,0.373865570051049,0.0920784423982568,0.327300210827797,0,0.326129970902037,14812,11667,6272,2075,5241,0.525099262620533,0.410030224221551,0.249492819921238,0.0926463365629325,0.203336566440349,0,0,9773,19341,5950,0,0,0.38875850272485,0.863553154440327,0.230843840931135,1148,11692,0,448,5772,0.0406976744186047,0.410908835313137,0,0.0200026789302139,0.223937924345296
"SAN FERNANDO",6301,31861,31922,26865,24513,28573,0.90183701774746,0.897744530063558,0.4712,0.4078,0.4536,35329,35558,57008,60112,62989,10,1,"Treated",12477,18549,7803,5492,3807,0.391607294184112,0.581072614497839,0.290452261306533,0.224044384612247,0.133237671928044,7566,8898,7607,8217,5016,0.23746900599479,0.278741933462816,0.283156523357528,0.335209888630523,0.17555034473104,2993,1911,9570,9503,18119,0.0939392988292897,0.0598646701334503,0.356225572305974,0.387671847591074,0.634130122843244,6756,0,638,647,1243,0.212046075138885,0,0.023748371487065,0.0263941582017705,0.0435026073565954
"SAN GREGORIO",12104,740,536,730,552,391,0.642919200695048,0.449287510477787,0.5766,0.4596,0.4027,1151,1193,1266,1201,971,0,0,"Control",355,271,123,76,217,0.47972972972973,0.505597014925373,0.168493150684932,0.13768115942029,0.554987212276215,346,34,164,362,166,0.467567567567568,0.0634328358208955,0.224657534246575,0.655797101449275,0.424552429667519,0,206,360,48,0,0,0.384328358208955,0.493150684931507,0.0869565217391304,0,0,0,68,53,0,0,0,0.0931506849315069,0.0960144927536232,0
"SAN IGNACIO",16108,8593,8272,8582,7876,6101,0.862145078759908,0.846846846846847,0.6268,0.5751,0.417,9967,9768,13691,13694,14632,0,0,"Control",3212,3754,4403,3362,0,0.373792621901548,0.453820116054159,0.51305057096248,0.426866429659726,0,4638,3132,2595,4280,2422,0.539741650180379,0.37862669245648,0.302377068282452,0.543423057389538,0.396984100967055,429,0,0,0,3550,0.0499243570347958,0,0,0,0.5818718242911,0,921,1338,0,0,0,0.111339458413927,0.155907713819622,0,0
"SAN JAVIER",7406,21457,21078,18490,15747,14628,0.872945484133442,0.854779188126039,0.5214,0.4259,0.3726,24580,24659,35465,36977,39254,0,0,"Control",9547,12216,8217,7983,5915,0.4449363843967,0.579561628237973,0.444402379664684,0.506953705467708,0.404361498496035,6075,6726,7448,6753,2899,0.283124388311507,0.31910048391688,0.402812330989724,0.428843589255096,0.198181569592562,3651,0,1435,0,2531,0.170154262012397,0,0.0776095186587345,0,0.17302433688816,768,0,647,434,3078,0.0357925152630843,0,0.0349918875067604,0.0275608052327427,0.210418375717801
"SAN JOAQUIN",13129,52448,48898,29625,19906,36325,0.87758516832876,0.87608843659297,0.3537,0.2365,0.4412,59764,55814,83756,84181,82325,5,1,"Treated",25063,27065,21843,14281,11696,0.477863788895668,0.55349912061843,0.737316455696203,0.717421882849392,0.321982105987612,17384,11897,3638,3030,3010,0.331452104942038,0.243302384555606,0.122801687763713,0.152215412438461,0.082863041982106,0,0,0,0,19371,0,0,0,0,0.533269098417068,4754,3828,2431,1483,1506,0.0906421598535693,0.078285410446235,0.0820590717299578,0.0745001507083291,0.0414590502408809
"SAN JOSE DE MAIPO",13203,8332,8695,7742,6254,8572,0.889410760034159,0.889878211032648,0.5445,0.428,0.5407,9368,9771,14218,14613,15853,1,1,"Treated",2857,1856,2062,2100,3765,0.342894863178108,0.21345600920069,0.266339447171274,0.335785097537576,0.439220718618759,2042,2485,2740,2934,1481,0.245079212674028,0.285796434732605,0.353913717385688,0.469139750559642,0.172771815212319,2699,3039,814,719,2073,0.323931829092655,0.349511213341001,0.105140790493413,0.114966421490246,0.241833877741484,192,735,1769,159,797,0.0230436869899184,0.0845313398504888,0.228493929217257,0.0254237288135593,0.0929771348576762
"SAN JUAN DE LA COSTA",10306,4456,4468,4210,3794,3968,0.87630285152409,0.88492770845712,0.5537,0.4946,0.4841,5085,5049,7604,7671,8197,0,0,"Control",1614,1397,2526,2626,1548,0.362208258527828,0.312667860340197,0.6,0.6921454928835,0.390120967741935,2332,1924,1564,1043,0,0.523339317773788,0.430617726051925,0.371496437054632,0.274907749077491,0,289,0,0,0,2338,0.0648563734290844,0,0,0,0.589213709677419,0,949,0,0,0,0,0.212399283795882,0,0,0
"SAN MIGUEL",13130,47811,48182,34530,26654,46970,0.859848212358823,0.872799072530976,0.3661,0.2739,0.447,55604,55204,94319,97322,105090,15,1,"Treated",18017,24161,19047,8123,6194,0.376837966158415,0.501452824706322,0.551607298001738,0.304757259698357,0.131871407281243,17190,18725,9480,8780,9304,0.359540691472674,0.388630608941098,0.274543874891399,0.329406468072334,0.198083883329785,4835,0,0,3050,17491,0.101127355629458,0,0,0.114429353943123,0.372386629763679,2657,0,4374,5724,13185,0.0555729852962707,0,0.126672458731538,0.214752007203422,0.280711092186502
"SAN NICOLAS",16305,6195,6507,6398,6815,6415,0.89471403812825,0.849034446764092,0.6671,0.6522,0.5469,6924,7664,9591,10450,11730,0,0,"Control",3331,3025,3121,3605,1515,0.537691686844229,0.464883971108038,0.487808690215692,0.528980190755686,0.236165237724084,2636,481,3080,2947,2880,0.425504439063761,0.0739203934224681,0.481400437636761,0.432428466617755,0.448947778643804,0,2708,0,0,1888,0,0.416167204548947,0,0,0.294310210444271,0,0,0,148,0,0,0,0,0.0217168011738811,0
"SAN PABLO",10307,6169,6368,5530,5167,5022,0.886350574712644,0.894759027680202,0.5747,0.5328,0.4929,6960,7117,9623,9698,10188,0,0,"Control",4136,4331,3863,2173,1636,0.670449019289998,0.680119346733668,0.698553345388788,0.420553512676602,0.325766626841896,1517,772,1351,2595,2561,0.245906954125466,0.121231155778894,0.244303797468354,0.502225662860461,0.509956192751892,0,853,0,0,773,0,0.133951005025126,0,0,0.153922739944245,211,0,0,228,0,0.0342032744366996,0,0,0.0441261854073931,0
